transcriptID;"concat(""<a href=http://www.ncbi.nlm.nih.gov/pubmed/"",pubmedID,"">"",pubmedID,""</a>"")";Author;Title;Year
240;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15916956>15916956</a>";Cook;"Small nuclear RNAs encoded by Herpesvirus saimiri upregulate the expression of genes linked to T cell activation in virally transformed T cells.";2005
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11867523>11867523</a>";Nanbo;"Epstein-Barr virus RNA confers resistance to interferon-alpha-induced apoptosis in Burkitt's lymphoma.";2002
89;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7566158>7566158</a>";Akoulitchev;"Requirement for TFIIH kinase activity in transcription by RNA polymerase II.";1995
216;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/2500443>2500443</a>";Fini;"Unusual behavior of the cytoplasmic transcript of hsr omega: an abundant, stress-inducible RNA that is translated but yields no detectable protein product.";1989
216;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9364937>9364937</a>";Tapadia;"Specific induction of the hsr omega locus of Drosophila melanogaster by amides.";1997
145;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16462745>16462745</a>";Williamson;"Identification of an imprinting control region affecting the expression of all transcripts in the Gnas cluster.";2006
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20404130>20404130</a>";Mondal;"Characterization of the RNA content of chromatin.";2010
216;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17020918>17020918</a>";Jolly;"Human sat III and Drosophila hsr omega transcripts: a common paradigm for regulation of nuclear RNA processing in stressed cells.";2006
216;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8306827>8306827</a>";Morcillo;"HSP90 associates with specific heat shock puffs (hsr omega) in polytene chromosomes of Drosophila and Chironomus.";1993
216;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/3097014>3097014</a>";Garbe;"A Drosophila heat shock locus with a rapidly diverging sequence but a conserved structure.";1986
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17925858>17925858</a>";Young;"Cellular mRNA activates transcription elongation by displacing 7SK RNA.";2007
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8863726>8863726</a>";Farris;"Genes for murine Y1 and Y3 Ro RNAs have class 3 RNA polymerase III promoter structures and are unlinked on mouse chromosome 6.";1996
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20349053>20349053</a>";Boria;"Nematode sbRNAs: homologs of vertebrate Y RNAs.";2010
152;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16415074>16415074</a>";Haddad;"Regulation of antisense RNA expression during cardiac MHC gene switching in response to pressure overload.";2006
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6164096>6164096</a>";Lerner;"Two novel classes of small ribonucleoproteins detected by antibodies associated with lupus erythematosus.";1981
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7520568>7520568</a>";Maraia;"The human Y4 small cytoplasmic RNA gene is controlled by upstream elements and resides on chromosome 7 with all other hY scRNA genes.";1994
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9671049>9671049</a>";Green;"Binding of the 60-kDa Ro autoantigen to Y RNAs: evidence for recognition in the major groove of a conserved helix.";1998
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7688474>7688474</a>";O'Brien;"Xenopus Ro ribonucleoproteins: members of an evolutionarily conserved class of cytoplasmic ribonucleoproteins.";1993
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8041611>8041611</a>";"van Gelder";"Common structural features of the Ro RNP associated hY1 and hY5 RNAs.";1994
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7539809>7539809</a>";Matera;"A perinucleolar compartment contains several RNA polymerase III transcripts as well as the polypyrimidine tract-binding protein, hnRNP I.";1995
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17470436>17470436</a>";Perreault;"Ro-associated Y RNAs in metazoans: evolution and diversification.";2007
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18087752>18087752</a>";Mosig;"Evolution of the vertebrate Y RNA cluster.";2007
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7505620>7505620</a>";Pruijn;"Ro RNP associated Y RNAs are highly conserved among mammals.";1993
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7534247>7534247</a>";Farris;"Y3 is the most conserved small RNA component of Ro ribonucleoprotein complexes in vertebrate species.";1995
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10668799>10668799</a>";Bouffard;"Interaction cloning and characterization of RoBPI, a novel protein binding to human Ro ribonucleoproteins.";2000
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10785401>10785401</a>";Fabini;"Analysis of the molecular composition of Ro ribonucleoprotein complexes. Identification of novel Y RNA-binding proteins.";2000
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12096904>12096904</a>";Fouraux;"Nucleolin associates with a subset of the human Ro ribonucleoprotein complexes.";2002
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8752087>8752087</a>";Shi;"A misfolded form of 5S rRNA is complexed with the Ro and La autoantigens.";1996
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15907467>15907467</a>";Stein;"Structural insights into RNA quality control: the Ro autoantigen binds misfolded RNAs via its central cavity.";2005
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17041599>17041599</a>";Fuchs;"Structural and biochemical basis for misfolded RNA recognition by the Ro autoantigen.";2006
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9710533>9710533</a>";Pellizzoni;"Involvement of the Xenopus laevis Ro60 autoantigen in the alternative interaction of La and CNBP proteins with the 5'UTR of L4 ribosomal protein mRNA.";1998
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15817567>15817567</a>";Perreault;"Retropseudogenes derived from the human Ro/SS-A autoantigen-associated hY RNAs.";2005
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20012579>20012579</a>";Krude;"Non-coding RNAs: new players in the field of eukaryotic DNA replication.";2010
184;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9671709>9671709</a>";Liao;"Activities of adenovirus virus-associated RNAs: purification and characterization of RNA binding proteins.";1998
184;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20935053>20935053</a>";Parrott;"The evolution and expression of the snaR family of small non-coding RNAs.";2010
225;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20719943>20719943</a>";Funk;"RNA structures required for production of subgenomic flavivirus RNA.";2010
207;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11726556>11726556</a>";Runte;"The IC-SNURF-SNRPN transcript serves as a host for multiple small nucleolar RNA species and as an antisense RNA for UBE3A.";2001
207;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7849716>7849716</a>";Wevrick;"Identification of a novel paternally expressed gene in the Prader-Willi syndrome region.";1994
225;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20540055>20540055</a>";Lescrinier;"Structure determination of the top-loop of the conserved 3'-terminal secondary structure in the genome of flaviviruses.";2010
225;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9010281>9010281</a>";Urosevic;"Molecular characterization of virus-specific RNA produced in the brains of flavivirus-susceptible and -resistant mice after challenge with Murray Valley encephalitis virus.";1997
225;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15113895>15113895</a>";Lin;"Accumulation of a 3'-terminal genome fragment in Japanese encephalitis virus-infected mammalian and mosquito cells.";2004
225;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/3016981>3016981</a>";Brinton;"The 3'-nucleotides of flavivirus genomic RNA form a conserved secondary structure.";1986
225;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16501108>16501108</a>";Scherbik;"RNase L plays a role in the antiviral response to West Nile virus.";2006
241;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21029862>21029862</a>";Tian;"The long noncoding RNA, jpx, is a molecular switch for x chromosome inactivation.";2010
241;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12045143>12045143</a>";Chureau;"Comparative sequence analysis of the X-inactivation center region in mouse, human, and bovine.";2002
241;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12160738>12160738</a>";Johnston;"Enox, a novel gene that maps 10 kb upstream of Xist and partially escapes X inactivation.";2002
104;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20404130>20404130</a>";Mondal;"Characterization of the RNA content of chromatin.";2010
242;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21057500>21057500</a>";Loewer;"Large intergenic non-coding RNA-RoR modulates reprogramming of human induced pluripotent stem cells.";2010
172;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21128942>21128942</a>";Michelhaugh;"Mining Affymetrix microarray data for long noncoding RNAs: altered expression in the nucleus accumbens of heroin abusers.";2010
104;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21128942>21128942</a>";Michelhaugh;"Mining Affymetrix microarray data for long noncoding RNAs: altered expression in the nucleus accumbens of heroin abusers.";2010
105;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21128942>21128942</a>";Michelhaugh;"Mining Affymetrix microarray data for long noncoding RNAs: altered expression in the nucleus accumbens of heroin abusers.";2010
93;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21128942>21128942</a>";Michelhaugh;"Mining Affymetrix microarray data for long noncoding RNAs: altered expression in the nucleus accumbens of heroin abusers.";2010
88;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21128942>21128942</a>";Michelhaugh;"Mining Affymetrix microarray data for long noncoding RNAs: altered expression in the nucleus accumbens of heroin abusers.";2010
88;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16710320>16710320</a>";Albertson;"Distinctive profiles of gene expression in the human nucleus accumbens associated with cocaine and heroin abuse.";2006
104;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16356785>16356785</a>";McLaughlin;"Expression pattern of the maternally imprinted gene Gtl2 in the forebrain during embryonic development and adulthood.";2006
104;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16793321>16793321</a>";Zhao;"Cyclic AMP stimulates MEG3 gene expression in cells through a cAMP-response element (CRE) in the MEG3 proximal promoter region.";2006
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/3396539>3396539</a>";Pachnis;"The structure and expression of a novel gene activated in early mouse embryogenesis.";1988
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/1303252>1303252</a>";Zemel;"Physical linkage of two mammalian imprinted genes, H19 and insulin-like growth factor 2.";1992
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19926638>19926638</a>";Tsang;"Oncofetal H19-derived miR-675 regulates tumor suppressor RB in human colorectal cancer.";2010
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20529846>20529846</a>";Dudek;"Type II collagen expression is regulated by tissue-specific miR-675 in human articular chondrocytes.";2010
243;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/14962667>14962667</a>";Hernandez;"Complex organization and structure of sense and antisense transcripts expressed from the DIO3 gene imprinted locus.";2004
243;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16309881>16309881</a>";Tierling;"High-resolution map and imprinting analysis of the Gtl2-Dnchc1 domain on mouse chromosome 12.";2006
243;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16935842>16935842</a>";Kester;"Regulation of type III iodothyronine deiodinase expression in human cell lines.";2006
243;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17510246>17510246</a>";Hernandez;"Gene expression from the imprinted Dio3 locus is associated with cell proliferation of cultured brown adipocytes.";2007
244;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21057500>21057500</a>";Loewer;"Large intergenic non-coding RNA-RoR modulates reprogramming of human induced pluripotent stem cells.";2010
245;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21057500>21057500</a>";Loewer;"Large intergenic non-coding RNA-RoR modulates reprogramming of human induced pluripotent stem cells.";2010
213;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9778252>9778252</a>";Yamashita;"RNA-assisted nuclear transport of the meiotic regulator Mei2p in fission yeast.";1998
90;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17623775>17623775</a>";Sone;"The mRNA-like noncoding RNA Gomafu constitutes a novel nuclear domain in a subset of neurons.";2007
174;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21156811>21156811</a>";Hainer;"Intergenic transcription causes repression by directing nucleosome assembly.";2010
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21345374>21345374</a>";Kanduri;"Kcnq1ot1: A chromatin regulatory RNA.";2011
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15590939>15590939</a>";Paulsen;"Evolution of the Beckwith-Wiedemann syndrome region in vertebrates.";2005
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15459184>15459184</a>";Pandey;"NF-Y regulates the antisense promoter, bidirectional silencing, and differential epigenetic marks of the Kcnq1 imprinting control region.";2004
117;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16848684>16848684</a>";Hube;"Alternative splicing of the first intron of the steroid receptor RNA activator (SRA) participates in the generation of coding and noncoding RNA isoforms in breast cancer cell lines.";2006
102;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19056938>19056938</a>";Preker;"RNA exosome depletion reveals transcription upstream of active human promoters.";2008
84;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19056938>19056938</a>";Preker;"RNA exosome depletion reveals transcription upstream of active human promoters.";2008
174;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16484372>16484372</a>";Davis;"Accumulation of unstable promoter-associated transcripts upon loss of the nuclear exosome subunit Rrp6p in Saccharomyces cerevisiae.";2006
246;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18316478>18316478</a>";Berretta;"A cryptic unstable transcript mediates transcriptional trans-silencing of the Ty1 retrotransposon in S. cerevisiae.";2008
247;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19061643>19061643</a>";Houseley;"A ncRNA modulates histone modification and mRNA induction in the yeast GAL gene cluster.";2008
175;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21423168>21423168</a>";Wang;"A long noncoding RNA maintains active chromatin to coordinate homeotic gene expression.";2011
139;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20016068>20016068</a>";Vitali;"Long nuclear-retained non-coding RNAs and allele-specific higher-order chromatin organization at imprinted snoRNA gene arrays.";2010
207;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20016068>20016068</a>";Vitali;"Long nuclear-retained non-coding RNAs and allele-specific higher-order chromatin organization at imprinted snoRNA gene arrays.";2010
248;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21460236>21460236</a>";Askarian-Amiri;"SNORD-host RNA Zfas1 is a regulator of mammary development and a potential marker for breast cancer.";2011
122;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21172659>21172659</a>";Zhao;"Genome-wide identification of polycomb-associated RNAs by RIP-seq.";2010
113;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21172659>21172659</a>";Zhao;"Genome-wide identification of polycomb-associated RNAs by RIP-seq.";2010
119;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21172659>21172659</a>";Zhao;"Genome-wide identification of polycomb-associated RNAs by RIP-seq.";2010
145;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21172659>21172659</a>";Zhao;"Genome-wide identification of polycomb-associated RNAs by RIP-seq.";2010
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21172659>21172659</a>";Zhao;"Genome-wide identification of polycomb-associated RNAs by RIP-seq.";2010
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21172659>21172659</a>";Zhao;"Genome-wide identification of polycomb-associated RNAs by RIP-seq.";2010
104;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21172659>21172659</a>";Zhao;"Genome-wide identification of polycomb-associated RNAs by RIP-seq.";2010
138;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21172659>21172659</a>";Zhao;"Genome-wide identification of polycomb-associated RNAs by RIP-seq.";2010
138;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20436462>20436462</a>";Guttman;"Ab initio reconstruction of cell type-specific transcriptomes in mouse reveals the conserved multi-exonic structure of lincRNAs.";2010
149;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20436462>20436462</a>";Guttman;"Ab initio reconstruction of cell type-specific transcriptomes in mouse reveals the conserved multi-exonic structure of lincRNAs.";2010
149;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21172659>21172659</a>";Zhao;"Genome-wide identification of polycomb-associated RNAs by RIP-seq.";2010
150;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21172659>21172659</a>";Zhao;"Genome-wide identification of polycomb-associated RNAs by RIP-seq.";2010
249;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21172659>21172659</a>";Zhao;"Genome-wide identification of polycomb-associated RNAs by RIP-seq.";2010
250;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21172659>21172659</a>";Zhao;"Genome-wide identification of polycomb-associated RNAs by RIP-seq.";2010
105;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21170033>21170033</a>";Mao;"Direct visualization of the co-transcriptional assembly of a nuclear body by noncoding RNAs.";2011
105;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20881053>20881053</a>";Souquere;"Highly ordered spatial organization of the structural long noncoding NEAT1 RNAs within paraspeckle nuclear bodies.";2010
105;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21444682>21444682</a>";Nakagawa;"Paraspeckles are subpopulation-specific nuclear bodies that are not essential in mice.";2011
88;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21463453>21463453</a>";Tsuiji;"Competition between a noncoding exon and introns: Gomafu contains tandem UACUAAC repeats and associates with splicing factor-1.";2011
82;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17074884>17074884</a>";Muslimov;"Spatial codes in dendritic BC1 RNA.";2006
82;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20974111>20974111</a>";Gitaí;"The non-coding RNA BC1 is down-regulated in the hippocampus of Wistar Audiogenic Rat (WAR) strain after audiogenic kindling.";2011
82;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21124905>21124905</a>";Zhong;"Regulatory BC1 RNA and the fragile X mental retardation protein: convergent functionality in brain.";2010
133;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17376434>17376434</a>";Kloc;"Organization of cytokeratin cytoskeleton and germ plasm in the vegetal cortex of Xenopus laevis oocytes depends on coding and non-coding RNAs: three-dimensional and ultrastructural analysis.";2007
134;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17376434>17376434</a>";Kloc;"Organization of cytokeratin cytoskeleton and germ plasm in the vegetal cortex of Xenopus laevis oocytes depends on coding and non-coding RNAs: three-dimensional and ultrastructural analysis.";2007
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21576366>21576366</a>";Jones;"An extended domain of kcnq1ot1 silencing revealed by an imprinted fluorescent reporter.";2011
122;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21729784>21729784</a>";Jeon;"YY1 Tethers Xist RNA to the Inactive X Nucleation Center.";2011
246;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21697827>21697827</a>";"van Dijk";"XUTs are a class of Xrn1-sensitive antisense regulatory non-coding RNA in yeast.";2011
251;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21697827>21697827</a>";"van Dijk";"XUTs are a class of Xrn1-sensitive antisense regulatory non-coding RNA in yeast.";2011
252;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21697827>21697827</a>";"van Dijk";"XUTs are a class of Xrn1-sensitive antisense regulatory non-coding RNA in yeast.";2011
253;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21697827>21697827</a>";"van Dijk";"XUTs are a class of Xrn1-sensitive antisense regulatory non-coding RNA in yeast.";2011
105;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21240286>21240286</a>";Shevtsov;"Nucleation of nuclear bodies by RNA.";2011
115;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21240286>21240286</a>";Shevtsov;"Nucleation of nuclear bodies by RNA.";2011
254;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20624288>20624288</a>";Chodroff;"Long noncoding RNA genes: conservation of sequence and brain expression among diverse amniotes.";2010
254;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21890647>21890647</a>";Cabili;"Integrative annotation of human large intergenic noncoding RNAs reveals global properties and specific subclasses.";2011
255;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20624288>20624288</a>";Chodroff;"Long noncoding RNA genes: conservation of sequence and brain expression among diverse amniotes.";2010
255;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20062813>20062813</a>";Uhde;"Rmst is a novel marker for the mouse ventral mesencephalic floor plate and the anterior dorsal midline cells.";2010
256;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21874018>21874018</a>";Guttman;"lincRNAs act in the circuitry controlling pluripotency and differentiation.";2011
256;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20436462>20436462</a>";Guttman;"Ab initio reconstruction of cell type-specific transcriptomes in mouse reveals the conserved multi-exonic structure of lincRNAs.";2010
257;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21874018>21874018</a>";Guttman;"lincRNAs act in the circuitry controlling pluripotency and differentiation.";2011
257;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20436462>20436462</a>";Guttman;"Ab initio reconstruction of cell type-specific transcriptomes in mouse reveals the conserved multi-exonic structure of lincRNAs.";2010
258;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21874018>21874018</a>";Guttman;"lincRNAs act in the circuitry controlling pluripotency and differentiation.";2011
258;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20436462>20436462</a>";Guttman;"Ab initio reconstruction of cell type-specific transcriptomes in mouse reveals the conserved multi-exonic structure of lincRNAs.";2010
259;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21874018>21874018</a>";Guttman;"lincRNAs act in the circuitry controlling pluripotency and differentiation.";2011
259;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20436462>20436462</a>";Guttman;"Ab initio reconstruction of cell type-specific transcriptomes in mouse reveals the conserved multi-exonic structure of lincRNAs.";2010
260;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21874018>21874018</a>";Guttman;"lincRNAs act in the circuitry controlling pluripotency and differentiation.";2011
260;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20436462>20436462</a>";Guttman;"Ab initio reconstruction of cell type-specific transcriptomes in mouse reveals the conserved multi-exonic structure of lincRNAs.";2010
261;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21874018>21874018</a>";Guttman;"lincRNAs act in the circuitry controlling pluripotency and differentiation.";2011
261;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20436462>20436462</a>";Guttman;"Ab initio reconstruction of cell type-specific transcriptomes in mouse reveals the conserved multi-exonic structure of lincRNAs.";2010
170;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7478583>7478583</a>";Malik;"Identification of an antisense WT1 promoter in intron 1: implications for WT1 gene regulation.";1995
170;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8208551>8208551</a>";Eccles;"Cloning of novel Wilms tumor gene (WT1) cDNAs; evidence for antisense transcription of WT1.";1994
170;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8290269>8290269</a>";Campbell;"Antisense transcripts and protein binding motifs within the Wilms tumour (WT1) locus.";1994
111;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21750967>21750967</a>";Bari;"Comparison of stress-induced PRINS gene expression in normal human keratinocytes and HaCaT cells.";2011
97;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21496275>21496275</a>";He;"The sequence, structure and evolutionary features of HOTAIR in mammals.";2011
97;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21862635>21862635</a>";Kogo;"Long Noncoding RNA HOTAIR Regulates Polycomb-Dependent Chromatin Modification and Is Associated with Poor Prognosis in Colorectal Cancers.";2011
97;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21637793>21637793</a>";Schorderet;"Structural and functional differences in the long non-coding RNA hotair in mouse and human.";2011
262;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21964070>21964070</a>";Hansen;"miRNA-dependent gene silencing involving Ago2-mediated cleavage of a circular antisense RNA.";2011
241;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21254562>21254562</a>";Kolesnikov;"[Comparative organization and the origin of noncoding regulatory RNA genes from X-chromosome inactivation center of human and mouse].";2010
241;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21820484>21820484</a>";Romito;"Origin and evolution of the long non-coding genes in the X-inactivation center.";2011
225;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/22040380>22040380</a>";Fan;"Small noncoding RNA modulates Japanese encephalitis virus replication and translation in trans.";2011
225;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20739539>20739539</a>";Silva;"An RNA pseudoknot is required for production of yellow fever virus subgenomic RNA by the host nuclease XRN1.";2010
225;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11680841>11680841</a>";Olsthoorn;"Sequence comparison and secondary structure analysis of the 3' noncoding region of flavivirus genomes reveals multiple pseudoknots.";2001
241;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18501343>18501343</a>";Tsai;"Higher order chromatin structure at the X-inactivation center via looping DNA.";2008
105;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21874018>21874018</a>";Guttman;"lincRNAs act in the circuitry controlling pluripotency and differentiation.";2011
159;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21874018>21874018</a>";Guttman;"lincRNAs act in the circuitry controlling pluripotency and differentiation.";2011
234;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21874018>21874018</a>";Guttman;"lincRNAs act in the circuitry controlling pluripotency and differentiation.";2011
98;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21874018>21874018</a>";Guttman;"lincRNAs act in the circuitry controlling pluripotency and differentiation.";2011
138;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21874018>21874018</a>";Guttman;"lincRNAs act in the circuitry controlling pluripotency and differentiation.";2011
263;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21874018>21874018</a>";Guttman;"lincRNAs act in the circuitry controlling pluripotency and differentiation.";2011
263;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20436462>20436462</a>";Guttman;"Ab initio reconstruction of cell type-specific transcriptomes in mouse reveals the conserved multi-exonic structure of lincRNAs.";2010
227;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/22143764>22143764</a>";Simon;"The genomic binding sites of a noncoding RNA.";2011
264;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/22245136>22245136</a>";Vandeweyer;"A de novo balanced t(2;6)(p15;p22.3) in a patient with West Syndrome disrupts a lnc-RNA.";2012
264;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/21890647>21890647</a>";Cabili;"Integrative annotation of human large intergenic noncoding RNAs reveals global properties and specific subclasses.";2011
97;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/22369889>22369889</a>";Tani;"Genome-wide determination of RNA stability reveals hundreds of short-lived noncoding transcripts in mammals.";2012
120;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/22369889>22369889</a>";Tani;"Genome-wide determination of RNA stability reveals hundreds of short-lived noncoding transcripts in mammals.";2012
