TranscriptID;section;description;order
89;Function;"Initial studies indicated that DHFR upstream transcripts could impair the formation of the preinitiation complex (PIC) on the major promoter in vitro, thereby repressing the transcriptional activity of the major DHFR promoter (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12461786"">Blume (2003)</a>). DHFR upstream transcripts were shown to inhibit transcription from the DHFR core promoter in-trans in a concentration-dependent manner in in-vitro runoff transcription assays. Transcription factor binding sites positioned between the minor and major promoters within the DHFR gene were indicated to be affected by the upstream regulatory transcripts, which selectively sequestered transcription factor Sp3, and to a lesser extent Sp1, preventing their binding to the DHRF core promoter. The sequestration of Sp3 and Sp1 by the DHFR upstream transcripts appears to involve an altered conformation of the RNA, and a structural domain of the protein distinct from that required for binding DNA (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12461786"">Blume (2003)</a>). However, in-vitro experiments confirmed that transcription from the major promoter could be suppressed in-trans in the absence of Sp1 or any other upstream activating sequence (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/7566158"">Akoulitchev (1995)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17237763"">Martianov (2007)</a>).

A more recent study demonstrated that these promoter associated transcripts act as interfering transcripts, directly interacting with TFIIB and dissociate the PIC efficiently to repress DHFR expression (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17237763"">Martianov (2007)</a>). Transcription of the regulatory RNA in trans has a repressive effect on the major DHFR promoter only when the transcript contained the sequence of the core major DHFR promoter (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17237763"">Martianov (2007)</a>). In addition, the major DHFR promoter is GC-rich and contains several G-track sequences (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12461786"">Blume (2003)</a>), and specific and stable triplex structures have been shown to form between the DHFR upstream transcripts and the major promoter, which may contribute to promoter targeting and repression in vivo (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17237763"">Martianov (2007)</a>) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12461786"">Blume (2003)</a>).

A comparison of in-vitro transcription from templates containing DHFR minor, major or both promoters in their original sequential order indicated very low transcriptional activity when the minor promoter preceded the major one, but robust transcription from the major promoter, suggesting that transcriptional interference in-cis may also play a role in DHFR inhibition by DHFR upstream transcripts (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17237763"">Martianov (2007)</a>).";3
89;Misc;"Unpublished analysis of the epigenetic effects of DHFR upstream transcripts indicated similarities to epigenetic markers associated with transcriptional gene silencing induced by the targeted application of synthetic antigene RNAs complementary to the promoter regions of mammalian genes (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17237763"">Martianov (2007)</a>).

DHFR is the major target of methotrexate, a key component in childhood acute lymphoblastic leukemia (ALL) treatment. DNA variations of major promoter/noncoding transcript region and specifc haplotype subtypes involving this region have been associated with childhood ALL, including associations with high-risk patients and lower event-free survival. One particular haplotype (Haplotype *1b) is associated with higher DHFR expression (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19861437"">Al-Shakfa (2009)</a>).";5
90;Characteristics;"~3.8 kb. Antisense to Dlx6 genes in the Dlx5/6 cluster. Evf1 and 2 are isoforms with alternative promoters expressed from ultraconserved enhancers. Different Evf-1 and Evf-2 transcripts result from alternative transcription initiation, alternative splicing of exon 3, and alternative polyadenylation. Therefore, Evf-1 and Evf-2 cDNA sequences have unique 5' and 3' ends, and share a 2561bp region of identity (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16705037"">Feng (2006)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15183307"">Kohtz (2004)</a>).

A large (7.5-kb) non-polyadenylated form recognized by both Evf-1 and Evf-2 Northern blot probes is present in the total RNA fraction and absent from the poly(A) containing fraction. The Evf-2-specific probe also identifies a smaller (500-bp) transcript (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16705037"">Feng (2006)</a>).";1
90;Expression;"Nuclear localisation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16705037"">Feng (2006)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17623775"">Sone (2007)</a>).

Similar expression pattern to Dlx6 and Dlx5 mRNAs. Developmentally regulated, expressed in the ventral forebrain. Detected in immature neurons as they exit the ventricular zone (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16705037"">Feng (2006)</a>).

Ectopic expression of Sonic hedgehog (Shh) induces the expression of Evf-2, Evf-1, Dlx-2, Dlx-5, and Dlx-6 in the dorsal telencephalon in vivo (mouse embryos)  (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16705037"">Feng (2006)</a>).

Up-regulated in vitro during differentiation of neuronal progenitors to GABAergic neurons and during mouse embryonic stem cells differentiation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18562676"">Dinger (2008)</a>) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20137068"">Mercer (2010)</a>). Also found co-expressed in the first and second branchial arches of E10.5 mouse embryos (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18697905"">Jeong (2008)</a>).

Brain expression of Evf2 and Evf1 is dependent on Dlx1/2 function. Expression of Evf2 and Evf1 is also greatly reduced in Dlx5/6, and Dlx5 or Dlx6, knock-out mutants, indicating that they may be their direct or indirect regulatory targets (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15183307"">Kohtz (2004)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18697905"">Jeong (2008)</a>). Evf1 and Evf2 were more down-regulated in Dlx5-/- than in Dlx6-/- mutants (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18697905"">Jeong (2008)</a>).";2
90;Function;"Evf-2 ncRNA and Dlx-2 proten display an intranuclear colocalization (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16705037"">Feng (2006)</a>).

The ultraconserved region* of Evf-2 binds and co-operates with Dlx-2 in vivo to increase the transcriptional activity of the Dlx-5/6 enhancer in a target and homeodomain-specific manner (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16705037"">Feng (2006)</a>). *The Evf-2 5' region is both necessary and sufficient for activity.

Evf2 recruitment of DLX2 and MECP2 controls the expression of targets Dlx5, Dlx6 and Gad1 through trans and cis-acting mechanisms in developing ventral forebrain. Evf2 function is also required for proper gene regulation and formation of hippocampal GABA-dependent neuronal circuitry in mouse adult brain (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19620975"">Bond (2009)</a>).";3
90;Conservation;"Evf-2 is transcribed from (and contains in its first exon) a vertebrate ultraconserved element. Analysis of transcripts by isolation from a cDNA library (rat), RT–PCR (zebrafish and chicken), or expressed sequence tag (EST) databases (human and mouse) showed that transcription of the ultraconserved element associated with Evf-2 (enhancer ei) is conserved in vertebrates (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16705037"">Feng (2006)</a>).

Evf-1 and Evf-2 exhibit a high degree (86%–93%) of conservation between rat and mouse sequences in their 5' and 3' regions, and a compilation of transcripts found in human, rat, mouse, zebrafish, and chicken shows that only transcription from exon 2 is conserved (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16705037"">Feng (2006)</a>).";4
90;Misc;"Evf-2 is proposed to belong to a class of transcription regulating, ultraconserved ncRNAs (trucRNAs), and may be part of a broader Dlx gene/antisense RNA regulatory network (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16705037"">Feng (2006)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18562676"">Dinger (2008)</a>).";5
91;Characteristics;"Gene involved in the cellular response to a number of stressors.

754 nt (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8649973"">Hollander (1996)</a>).";1
91;Expression;"Induced by DNA damage (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8649973"">Hollander (1996)</a>), lipotoxic-stress (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19150982"">Brookheart (2009)</a>), non-lipid oxidative stress (ie hydrogen peroxide exposure) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8561505"">Crawford (1996)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8638945"">Crawford (1996)</a>), serum starvation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8649973"">Hollander (1996)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8638945"">Crawford (1996)</a>) and heat shock (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8638945"">Crawford (1996)</a>).";2
91;Function;"Regulation of lipid-induced oxidative and ER stress (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19150982"">Brookheart (2009)</a>).

Causes growth arrest and cell death (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8649973"">Hollander (1996)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19150982"">Brookheart (2009)</a>). 

Found in cytoplasm associated with active ribosomes (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8561505"">Crawford (1996)</a>), however all attempts at in-vitro and in-vivo translation have failed to express any peptides from the short ORFs found in the sequence (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8561505"">Crawford (1996)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8649973"">Hollander (1996)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19150982"">Brookheart (2009)</a>). Suggests ribosomal association could be regulatory, though translation of gadd7 can't be completely ruled out. 

Induction by hydrogen peroxide required calcium (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8638945"">Crawford (1996)</a>). ";3
91;Conservation;"Identified in hamster.";4
92;Characteristics;"Growth arrest-specific transcript (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/3409319"">Schneider (1988)</a>), multiple splice isoforms (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/1630459"">Coccia (1992)</a>) of ~250, ~450, ~600nuc and longer (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18354083"">Mourtada-Maarabouni (2008)</a>), encodes 9 (10 in humans) snoRNAs in its introns (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/9819378"">Smith (1998)</a>).";1
92;Expression;"Widely expressed in adult tissues and over embryonic development (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/1630459"">Coccia (1992)</a>).

Transcript undergoes post-transcriptional regulation, highly unstable but stabilised by growth arrest, serum starvation and inhibition of protein synthesis (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/1630459"">Coccia (1992)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9819378"">Smith (1998)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20124551"">Kino (2010)</a>). Associates with ribosomes in the cytoplasm (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/9819378"">Smith (1998)</a>).

Localises to both the nucleus and the cytoplasm (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20124551"">Kino (2010)</a>).

Down-regulated in breast cancer (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18836484"">Mourtada-Maarabouni (2009)</a>).

Transcript was classified as unstable with a half-life >4 hr in human Hela cells (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/22369889"">Tani (2012)</a>). Similar half-lives were identified in human B cells and mouse 3T3 fibroblasts (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19561200"">Friedel (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22406755"">Clark (2012)</a>).";2
92;Function;"Necessary and sufficient for growth arrest in human peripheral blood T-cells. Functions by  controlling apoptosis and the cell cycle in lymphocytes (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18354083"">Mourtada-Maarabouni (2008)</a>).

In some cell lines certain Gas5 isoforms act to sensitise the cells to apoptosis but can't induce apoptosis on their own. In other cells types Gas5 can both induce apoptosis and growth arrest and sensitise the cells to further apoptosis (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18836484"">Mourtada-Maarabouni (2009)</a>).

Gas5 can be regulated by mTOR, with mTOR (which promotes cellular proliferation) acting to inhibit the function of Gas5 (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20421347"">Mourtada-Maarabouni (2010)</a>).

Gas5 carries out its function by binding the DNA binding domain of the glucocorticoid receptor (GR) with a sequence that mimmics the glucocorticoid response element (GRE). Gas5 is translocated into the nucleus bound to the GR where it prevents GR from binding GREs and regulating transcription of target genes including apoptosis inhibitors (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20124551"">Kino (2010)</a>).

Gas5 also appears to repress the action of many steroid hormone receptors, showing some similarities to another lncRNA SRA (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20124551"">Kino (2010)</a>).

Gas5 is a snoRNA host and a functional RNA. Function does not require putative but nonconserved ORF, or the intronic snoRNAs (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18354083"">Mourtada-Maarabouni (2008)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18836484"">Mourtada-Maarabouni (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20124551"">Kino (2010)</a>).";3
92;Conservation;"Gas5 in mouse and human do not show high sequence identity (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17468437"">Tanaka-Fujita (2007)</a>) although the GRE mimmic region is conserved (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20124551"">Kino (2010)</a>).

Most of the snoRNAs found in human Gas5 also cluster in the same order in a putatively noncoding RNA host gene in chicken. 42% homology was found between human Gas5 and the chicken gene which was named Gas5-like (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19232134"">Shao (2009)</a>).";4
92;Misc;"Mourtada-Maarabouni., et al (2010) provide an interesting hypothesis for how Gas5 levels and therefore function is regulated.
- Gas5 is stabilised by inhibition of protein synthesis suggesting it may normally be a target for nonsense mediated decay (NMD). mTOR regulates 5' TOP genes (which includes Gas5) promoting translation, whereas mTOR inhibition inhibits translation. This could allow mTOR to inhibit Gas5 by promoting Gas5 NMD. 

This suggests that since Gas5 is known to be functional at the RNA level, any Gas5 translation may be a regulatory to control Gas5 levels and not necessarily to produce a functional protein.  ";5
93;Characteristics;"Intergenic ~7kb single exon transcript (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12970751"">Ji (2003)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17270048"">Hutchinson (2007)</a>).

A conserved tRNA-like sequence at the 3' end is cleaved off and processed to generated a short tRNA-like ncRNA mascRNA (MALAT1-associated small cytoplasmic RNA) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19041754"">Wilusz (2008)</a>).

Post transcriptional processing of Malat1 therefore allows two ncRNAs to be created from the one original transcript (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19041754"">Wilusz (2008)</a>).";2
93;Expression;"Both Malat1 and the processed mascRNA transcript are expressed in a wide range of tissues (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12970751"">Ji (2003)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17270048"">Hutchinson (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19041754"">Wilusz (2008)</a>), <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20729808"">Bernard (2010)</a>), (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/22196729"">Ulitsky (2011)</a>). 

Malat1 is highly expressed in the brain. RNA fluorescence in-situ hybridization (RNA-FISH) on adult mouse brain sections showed high expression of nuclear-localized Malat1 transcripts in pyramidal neurons of the hippocampus, Purkinje cells of the cerebellum and neurons of the substantia nigra and motoneurons, but very low levels in non-neuronal cells (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20729808"">Bernard (2010)</a>). In the hippocampus and in Purkinje cells, Malat1 was first detected between post-natal day 0 (P0) and P7 and its level increased until P28 (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20729808"">Bernard (2010)</a>). This high expression appears to come from up-regulation of Malat1 during differentiation, with in-vitro differentiation of neural stem cells showing significant up-regulation of expression in neuronal and glial differentiated progeny (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20137068"">Mercer (2010)</a>).

Expressed in the nucleus accumbens of normal human brains and upregulated in this brain region in heroin abusers (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21128942"">Michelhaugh (2010)</a>). 

In neuroblastoma cells Malat1 was up-regulated by the hormone oxytocin (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20149803"">Koshimizu (2010)</a>). 

Malat1 is up-regulated in a range of cancers (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12970751"">Ji (2003)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16441420"">Yamada (2006)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16878148"">Lin (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19379481"">Guffanti (2009)</a>).

High expression of Malat1 is associated with metastasis in certain histological subtypes of non-small cell lung cancer (NSCLC) and is predictive of poor prognosis (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12970751"">Ji (2003)</a>).

Malat1 is up-regulated in placenta previa increta/percreta, a disease characterised by excessive invasion of fetal placental trophoblasts into the uterus  (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19690017"">Tseng (2009)</a>).


Malat1 is stable in human B cells and Hela and wt MEFs (half-life >7 hrs) but has significantly lower stability in mouse 3T3 and N2A cells. Suggesting differences in Malat1 stability both within and between species (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19561200"">Friedel (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20729808"">Bernard (2010)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22406755"">Clark (2012)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22369889"">Tani (2012)</a>).


Malat1 localises to SC35 domain nuclear speckles in several cell lines (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17270048"">Hutchinson (2007)</a>) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19217333"">Clemson (2009)</a>). Localisation to nuclear speckles is transcription-dependent, as RNA pol II inhibition promoted re-distribution of Malat1 ncRNA from nuclear speckles to a homogenous nuclear localisation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20729808"">Bernard (2010)</a>). Malat1 co-localises with pre-mRNA-splicing factor SF2/ASF and CC3 antigen in the nuclear speckles (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20729808"">Bernard (2010)</a>).

MALAT1 is enriched in nuclear speckles in interphase cells and concentrates in mitotic interchromatin granule clusters (IGCs, structural analogs of nuclear speckles present in mitotic cells), but unlike Neat1 it is not required for the structural integrity of the nuclear domain (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20797886"">Tripathi (2010)</a>).

mascRNA derived from Malat1 is transported to the cytoplasm (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19041754"">Wilusz (2008)</a>).";3
